time,signal
0,196
5,394
11,591
16,787
22,986
27,987
33,986
38,986
45,987
50,987
56,985
61,985
67,987
72,987
78,985
83,985
90,987
95,987
101,985
106,985
112,985
117,985
123,984
132,986
141,986
150,987
159,986
169,986
179,985
188,985
197,985
206,985
216,985
225,985
235,985
244,985
253,985
263,985
272,984
281,985
290,984
301,984
310,986
319,985
328,985
337,985
347,985
356,985
366,985
375,985
385,985
394,985
403,985
412,985
421,985
432,984
441,985
450,985
459,985
468,987
478,985
487,985
497,985
506,985
516,985
525,985
534,985
543,985
552,986
563,986
572,986
581,986
590,985
600,985
609,985
618,984
628,986
637,985
647,985
656,986
665,986
674,986
684,986
694,986
703,986
712,986
721,985
731,985
740,985
749,983
758,983
769,984
778,984
787,985
796,985
805,985
815,985
824,985
834,985
843,985
852,985
862,986
871,986
880,986
889,986
900,986
909,985
918,985
927,985
936,985
946,987
955,986
965,985
974,985
984,985
993,985
1002,985
1012,985
1022,985
1034,987
1044,987
1054,988
1064,988
1075,986
1085,984
1096,982
1106,982
1117,981
1127,983
1137,985
1147,986
1158,988
1169,988
1179,987
1189,985
1200,983
1210,982
1220,982
1231,984
1242,986
1252,987
1262,988
1272,988
1283,986
1294,984
1304,983
1314,982
1325,982
1335,984
1345,986
1355,987
1367,989
1377,989
1387,987
1397,985
1408,984
1418,982
1429,982
1439,984
1449,985
1460,987
1470,988
1480,989
1490,987
1502,985
1512,984
1522,982
1532,982
1543,982
1553,984
1564,985
1574,987
1585,989
1595,989
1605,987
1615,985
1627,983
1637,982
1647,982
1657,984
1668,986
1678,987
1688,989
1699,989
1710,987
1720,985
1730,984
1740,982
1751,982
1762,984
1772,985
1782,987
1793,988
1803,989
1813,987
1823,985
1835,983
1845,982
1855,982
1865,983
1875,985
1886,987
1897,988
1907,988
1917,987
1928,985
1938,983
1948,982
1959,982
1970,983
1980,985
1990,987
2000,988
2011,988
2021,987
2032,985
2042,984
2053,982
2063,982
2073,982
2083,984
2095,985
2105,987
2115,988
2125,987
2136,986
2146,984
2156,983
2167,982
2178,982
2188,984
2198,986
2208,987
2219,989
2230,988
2240,987
2250,985
2260,984
2271,982
2281,982
2292,984
2302,985
2313,987
2323,988
2333,988
2343,986
2354,985
2365,983
2375,982
2385,982
2396,984
2406,985
2416,987
2427,989
2438,988
2448,987
2458,985
2468,984
2479,982
2490,982
2500,983
2510,985
2521,987
2531,988
2541,988
2551,987
2563,985
2573,984
2583,983
2593,982
2604,982
2614,984
2625,985
2635,987
2646,989
2656,989
2666,987
2676,985
2686,984
2698,982
2708,982
2718,984
2728,985
2739,987
2749,988
2760,988
2770,987
2781,985
2791,984
2801,982
2811,982
2822,984
2833,985
2843,987
2853,988
